,Cls,Nearest City
30997,Cfa,ifanadiana
30998,Af,mananjary
30999,Cfb,saint-leu
31070,Af,pouembout
31071,Af,poya
31072,Af,canala
31073,Am,we
31076,BWk,iquique
31085,BSk,santa barbara
31086,BSk,camargo
31090,Cwa,boyuibe
31105,Aw,anastacio
31108,Aw,campo verde
31111,Aw,tres lagoas
31114,Aw,pereira barreto
31115,Aw,auriflama
31116,Aw,general salgado
31117,Aw,monte aprazivel
31118,Aw,guapiacu
31119,Aw,severinia
31120,Aw,viradouro
31121,Aw,orlandia
31122,Cwa,franca
31123,Cwa,itau de minas
31124,Cwa,alpinopolis
31125,Cwa,boa esperanca
31126,Cwa,itapecerica
31127,Cwa,oliveira
31128,Cwa,tiradentes
31129,Cwa,conselheiro lafaiete
31130,Cwa,vicosa
31132,Cwa,carangola
31133,Cwa,guacui
31134,Aw,jeronimo monteiro
31135,Aw,iconha
31142,BSh,otjiwarongo
31148,BSh,grootfontein
31164,BSh,sebina
31165,BSh,masunga
31166,BSh,bulawayo
31171,BSh,masvingo
31187,Cwb,ambatofinandrahana
31188,Cfb,ambositra
31190,Af,nosy varika
31192,Csa,le port
31193,As,sainte-suzanne
31217,BWh,kununurra
31257,BSh,ayr
31258,BSh,bowen
31262,As,koumac
31263,Af,hienghene
31264,Af,touho
31275,BSk,potosi
31278,Cwa,monteagudo
31279,Cwa,camiri
31292,Aw,miranda
31295,Aw,aquidauana
31296,Aw,terenos
31304,Aw,aparecida do taboado
31305,Aw,santa fe do sul
31306,Aw,fernandopolis
31307,Aw,cardoso
31308,Aw,nova granada
31309,Aw,frutal
31311,Aw,ituverava
31312,Aw,pedregulho
31313,Cwa,cassia
31314,Cwa,bambui
31315,Cwa,arcos
31316,Cwa,santo antonio do monte
31317,Cwa,carmo do cajuru
31318,Cwa,brumadinho
31319,Cwb,itabirito
31320,Cwa,mariana
31321,Aw,rio casca
31322,Cwa,matipo
31323,Cwa,irupi
31324,Cfa,conceicao do castelo
31325,Aw,domingos martins
31326,Aw,vila velha
31332,BSh,outjo
31342,BSh,nokaneng
31347,BSh,maun
31350,BSh,gweta
31352,BSh,nata
31355,BSh,kalakamati
31373,Aw,miandrivazo
31377,Cfb,fandriana
31379,Cfa,marolambo
31380,Af,mahanoro
31381,As,flic en flac
31382,Am,bel air
31447,As,ouegoa
31448,Am,pouebo
31449,Af,isangel
31450,Af,pangai
31461,BSk,betanzos
31462,Cwb,tarabuco
31465,Cwa,charagua
31473,Aw,san joaquin
31474,Aw,puerto suarez
31476,Aw,corumba
31477,Aw,ladario
31483,Aw,camapua
31486,Aw,cassilandia
31488,Aw,paranaiba
31491,Aw,iturama
31493,Aw,campina verde
31495,Aw,conceicao das alagoas
31496,Aw,uberaba
31497,Aw,sacramento
31498,Cwa,araxa
31499,Cwa,campos altos
31500,Aw,luz
31501,Aw,bom despacho
31502,Aw,para de minas
31503,Cwa,esmeraldas
31504,Cwa,santa luzia
31505,Cwa,itabira
31506,Aw,timoteo
31507,Aw,bom jesus do galho
31508,Aw,ipanema
31509,Aw,mutum
31510,Aw,itaguacu
31511,Aw,aracruz
31512,Aw,linhares
31513,BWk,opuwo
31521,BSh,otavi
31528,BSh,rundu
31546,BSh,gweru
31547,Cwa,shurugwi
31554,Cwa,chimoio
31556,Aw,dondo
31563,Cwa,betafo
31565,Cfb,antsirabe
31566,Cfb,antanifotsy
31624,Aw,townsville
31629,Af,alofi
31630,BWk,arica
31634,BWk,challapata
31640,BSk,sucre
31642,Cwb,padilla
31643,Aw,abapo
31659,Aw,rio verde de mato grosso
31670,Aw,santa vitoria
31672,Aw,prata
31674,Aw,uberlandia
31676,Aw,patrocinio
31677,Aw,ibia
31678,Aw,sao gotardo
31679,Aw,dores do indaia
31680,Aw,martinho campos
31681,Aw,papagaios
31682,Aw,paraopeba
31683,Cwa,lagoa santa
31684,Cwa,conceicao do mato dentro
31685,Aw,santana do paraiso
31686,Aw,ipaba
31687,Aw,conselheiro pena
31688,Aw,resplendor
31689,Aw,pancas
31690,Aw,rio bananal
31702,BSh,tsumeb
31708,BSh,shakawe
31715,BSh,kachikau
31718,BSh,pandamatenga
31719,BSh,hwange
31725,BSh,redcliffe
31727,Cwb,mvuma
31730,BSh,rusape
31731,Cwa,mutare
31743,Cwa,soavinandriana
31745,Cwb,ambatolampy
31746,Cfb,manjakandriana
31747,Cfa,moramanga
31748,Af,andevoranto
31777,BSh,ngukurr
31793,BSh,atherton
31794,BSh,ingham
31811,BWk,poopo
31813,BSk,totoral
31815,BSk,colquechaca
31823,Aw,san julian
31839,Aw,coxim
31845,Aw,cacu
31846,Aw,quirinopolis
31848,Aw,capinopolis
31849,Aw,centralina
31850,Aw,monte alegre de minas
31851,Aw,araguari
31852,Aw,monte carmelo
31854,Aw,patos de minas
31855,Aw,lagoa formosa
31856,Aw,abaete
31857,Aw,pompeu
31858,Aw,curvelo
31860,Cwa,serro
31861,Aw,sabinopolis
31862,Aw,guanhaes
31863,Aw,governador valadares
31865,Aw,mantenopolis
31866,Aw,barra de sao francisco
31867,Aw,nova venecia
31868,Aw,sao mateus
31874,BSh,ongandjera
31876,BSh,ondangwa
31903,BSh,kwekwe
31907,Cwb,marondera
31910,Cwa,manica
31917,Aw,quelimane
31920,Aw,tsiroanomandidy
31923,Cwb,fenoarivo
31924,Cwb,arivonimamo
31950,BSh,katherine
31984,BWk,tacna
31986,BWk,patacamaya
31987,BSk,eucaliptus
31988,BSk,oruro
31989,BSk,machacamarca
31990,BSk,huanuni
31991,BSk,uncia
31993,Cwb,aiquile
31995,Cfb,mairana
31996,Cfb,samaipata
31997,Aw,jorochito
32007,Aw,puerto quijarro
32017,Aw,alto araguaia
32018,Aw,mineiros
32019,Aw,jatai
32024,Aw,goiatuba
32025,Aw,itumbiara
32026,Aw,buriti alegre
32027,Aw,catalao
32030,Aw,vazante
32031,Aw,presidente olegario
32032,Aw,joao pinheiro
32033,Aw,corinto
32036,Cwa,diamantina
32038,Aw,sao joao evangelista
32039,Aw,santa maria do suacui
32040,Aw,itambacuri
32041,Aw,ecoporanga
32043,Aw,montanha
32044,Am,mucuri
32077,BSh,sinazongwe
32079,Cwa,kadoma
32082,Cwa,chegutu
32083,Cwa,norton
32092,Aw,nsanje
32102,Cwb,ankazobe
32103,Cfb,anjozorobe
32105,Cfa,ambatondrazaka
32106,Af,toamasina
32162,Af,paea
32163,Af,afaahiti
32164,BWh,ilo
32165,BWk,ilabaya
32167,ET,tarata
32172,BSk,caracollo
32174,BSk,capinota
32175,BSk,arani
32176,Cwb,mizque
32177,Cfb,comarapa
32180,Aw,el carmen
32181,Aw,pailon
32205,Aw,santa helena de goias
32207,Aw,pontalina
32208,Aw,morrinhos
32209,Aw,caldas novas
32210,Aw,ipameri
32216,Aw,buritizeiro
32217,Aw,varzea da palma
32220,Aw,itamarandiba
32222,Aw,malacacheta
32223,Aw,teofilo otoni
32225,Aw,carlos chagas
32226,Am,nanuque
32228,Af,caravelas
32237,BSh,ongwediva
32238,BSh,eenhana
32252,BSh,katima mulilo
32255,BSh,kasane
32257,BSh,livingstone
32259,BSh,maamba
32263,BSh,siavonga
32266,Cwa,chinhoyi
32268,Cwb,harare
32270,Cwa,mutoko
32290,Cfb,amparafaravola
32293,Af,vavatenina
32341,Cfa,innisfail
32343,Af,vila
32348,BWh,punta de bombon
32349,BWk,moquegua
32350,BWk,yunguyo
32353,ET,desaguadero
32356,BSk,lahuachaca
32357,Cwb,colquiri
32358,BSk,sipe sipe
32359,Cwb,cochabamba
32360,Cwb,colomi
32361,Cfb,chimore
32365,Aw,montero
32369,Aw,san miguel
32374,Aw,san matias
32378,Aw,pocone
32380,Aw,barao de melgaco
32381,Aw,rondonopolis
32388,Aw,caiaponia
32390,Aw,parauna
32392,Aw,edeia
32393,Aw,piracanjuba
32395,Aw,pires do rio
32396,Aw,cristalina
32397,Aw,paracatu
32402,Aw,pirapora
32403,Aw,bocaiuva
32405,Aw,turmalina
32407,Aw,minas novas
32408,Aw,carai
32409,Aw,padre paraiso
32410,Aw,aguas formosas
32411,Aw,medeiros neto
32412,Am,itamaraju
32413,Af,prado
32414,BWh,namibe
32421,BSh,ondjiva
32436,BSh,senanga
32439,BSh,sesheke
32443,Cwa,kalomo
32449,Cwa,karoi
32453,Cwa,bindura
32458,Aw,tete
32466,Aw,mocuba
32474,Aw,marovoay
32475,Aw,tsaratanana
32479,Cfa,andilamena
32480,Af,fenoarivo atsinanana
32481,Af,ambodifototra
32512,BSh,alyangula
32520,Aw,mareeba
32532,Af,asau
32533,Af,vaitape
32534,BWh,camana
32535,BWh,mollendo
32536,BWk,cocachacra
32537,BWk,arequipa
32538,ET,torata
32540,ET,juli
32544,Cwb,viloco
32545,Cwb,quime
32552,Aw,mineros
32564,Aw,caceres
32572,Aw,guiratinga
32575,Aw,piranhas
32577,Aw,ipora
32579,Aw,firminopolis
32580,Aw,palmeiras de goias
32581,Aw,goiania
32582,Aw,silvania
32583,Aw,vianopolis
32586,Aw,unai
32588,Aw,arinos
32590,Aw,coracao de jesus
32592,Aw,montes claros
32593,Aw,francisco sa
32594,Aw,grao mogol
32595,Aw,aracuai
32596,Aw,itinga
32597,Aw,joaima
32599,Aw,itanhem
32600,Am,guaratinga
32601,Af,porto seguro
32632,Cwa,choma
32634,BSh,gwembe
32641,Cwa,mount darwin
32657,Aw,angoche
32659,Aw,mahajanga
32669,Af,soanierana ivongo
32716,Am,cairns
32717,Af,lakatoro
32723,Af,halalo
32724,Af,faanui
32727,BWk,corrales
32728,BWk,lluta
32729,BWk,yura
32731,ET,santa lucia
32732,ET,puno
32733,ET,ilave
32734,Cwb,copacabana
32735,Cwb,achacachi
32737,Cfb,coroico
32738,Cfb,chulumani
32745,Aw,ascension
32750,Aw,san ignacio
32762,Aw,jaciara
32767,Aw,aragarcas
32771,Aw,itapirapua
32772,Aw,sao luis de montes belos
32773,Aw,itaberai
32774,Aw,neropolis
32775,Aw,abadiania
32776,Aw,luziania
32782,Aw,sao francisco
32783,Aw,brasilia de minas
32784,Aw,mirabela
32788,Aw,salinas
32789,Aw,medina
32791,Aw,almenara
32794,Af,santa cruz cabralia
32799,BSh,lubango
32808,BSh,menongue
32815,BSh,kalabo
32823,Cwa,namwala
32827,Cwa,monze
32829,Cwa,kafue
32830,Aw,kariba
32833,Aw,luangwa
32841,Aw,chikwawa
32843,Aw,thyolo
32844,Cfa,mulanje
32845,Aw,phalombe
32864,Af,mananara
32913,Af,hihifo
32914,BWh,acari
32916,BWk,coracora
32920,ET,chivay
32925,Cwb,putina
32926,Cfc,sorata
32927,Cfb,tipuani
32928,Aw,caranavi
32931,Aw,san borja
32944,Aw,pontes e lacerda
32951,Aw,varzea grande
32952,Aw,chapada dos guimaraes
32958,Aw,barra do garcas
32963,Aw,goias
32964,Aw,uruana
32965,Aw,jaragua
32966,Aw,pirenopolis
32967,Aw,brasilia
32968,Aw,planaltina
32970,Aw,buritis
32975,Aw,varzelandia
32977,Aw,janauba
32978,Aw,rio pardo de minas
32979,Aw,taiobeiras
32980,Aw,aguas vermelhas
32982,Aw,encruzilhada
32983,Aw,itarantim
32985,Af,mascote
32986,Af,belmonte
33009,Aw,mongu
33013,Cwa,kaoma
33018,Cwa,nakambala
33021,Cwa,chongwe
33032,Aw,mwanza
33033,Aw,blantyre
33034,Cwa,chiradzulu
33037,Cwa,cuamba
33041,Aw,nampula
33050,Am,antsohihy
33052,Am,maroantsetra
33069,BSh,port keats
33092,Af,luganville
33094,BWk,marcona
33099,ET,orcopampa
33108,Aw,mapiri
33109,Aw,guanay
33118,Aw,urubicha
33129,Aw,barra do bugres
33132,Aw,cuiaba
33142,Aw,mozarlandia
33144,Aw,itapuranga
33145,Aw,carmo do rio verde
33146,Aw,goianesia
33147,Aw,padre bernardo
33155,Aw,januaria
33157,Aw,itacarambi
33158,Aw,monte azul
33160,Aw,sao joao do paraiso
33162,Aw,tremedal
33163,Aw,itambe
33164,Aw,itapetinga
33165,Af,pau brasil
33166,Af,una
33174,BSh,caconda
33197,Cwa,mumbwa
33199,Cwa,lusaka
33206,Aw,nyimba
33207,Aw,petauke
33208,Aw,chadiza
33213,Cwa,balaka
33214,Aw,zomba
33215,Aw,machinga
33224,Aw,mocambique
33230,Am,bealanana
33233,Af,antalaha
33271,BWh,palpa
33272,BWk,nazca
33273,ET,puquio
33274,ET,tambo
33277,ET,santo tomas
33279,ET,sicuani
33280,ET,ayaviri
33281,ET,azangaro
33286,Am,rurrenabaque
33294,Aw,san ramon
33305,Aw,nova olimpia
33308,Aw,arenapolis
33309,Aw,nobres
33322,Aw,itapaci
33323,Aw,uruacu
33324,Aw,niquelandia
33328,Aw,iaciara
33329,Aw,posse
33333,Aw,manga
33335,Aw,espinosa
33337,Aw,cacule
33338,BSh,santana
33339,BSh,sao felipe
33340,Aw,vitoria da conquista
33341,Aw,iguai
33342,Af,ibicarai
33343,Af,itabuna
33349,BSh,caluquembe
33366,Aw,limulunga
33367,Cwa,lukulu
33375,Cwa,chibombo
33377,Cwa,kabwe
33386,Aw,lilongwe
33387,Cwa,dedza
33388,Cwa,ntcheu
33390,Aw,mangochi
33400,Aw,nacala
33406,Cfb,andapa
33448,ET,abancay
33452,ET,nunoa
33453,ET,macusani
33459,Af,reyes
33470,Aw,rolim de moura
33472,Aw,vilhena
33480,Aw,nortelandia
33481,Aw,diamantino
33493,Aw,crixas
33498,Aw,cavalcante
33503,Aw,correntina
33505,Aw,carinhanha
33507,Aw,palmas de monte alto
33508,Aw,guanambi
33510,BSh,brumado
33511,BSh,tanhacu
33512,BSh,pocoes
33513,Aw,itagi
33514,Af,itagiba
33515,Af,ubaitaba
33516,Af,itacare
33533,Cwa,luena
33541,Cwa,kabompo
33544,Cwa,kasempa
33550,Cwa,kapiri mposhi
33552,Cwa,mkushi
33556,Aw,katete
33562,Aw,monkey bay
33580,Af,sambava
33610,Af,sola
33612,BWh,pisco
33615,ET,lircay
33616,ET,ayacucho
33617,Cfb,talavera
33618,Cfb,san jeronimo
33620,Cfc,anta
33621,Cfb,urcos
33626,Af,tambopata
33662,Aw,sao miguel do araguaia
33666,Aw,porangatu
33673,Aw,sao domingos
33676,Aw,santa maria da vitoria
33678,Aw,riacho de santana
33680,Aw,paramirim
33681,Aw,livramento
33682,BSh,ituacu
33683,BSh,maracas
33684,Aw,jequie
33685,Am,gandu
33686,Af,itubera
33689,BSh,benguela
33696,BSh,huambo
33705,Cwa,leua
33706,Cwa,zambezi
33713,Cwa,mufumbwe
33714,Cwa,kalengwa
33718,Cwa,mpongwe
33724,Cwa,serenje
33729,Cwa,mchinji
33731,Cwa,dowa
33732,Aw,salima
33734,Cwa,lichinga
33739,Aw,montepuez
33744,Aw,pemba
33746,Am,ambanja
33749,Am,ambilobe
33757,Aw,howard springs
33762,Aw,jabiru
33770,Aw,daru
33777,BWh,nuevo imperial
33778,BWk,chincha alta
33779,ET,huancavelica
33784,Cfc,santa ana
33785,ET,urubamba
33786,Cfb,paucartambo
33830,Aw,araguacu
33835,Aw,campos belos
33842,Aw,bom jesus da lapa
33844,Aw,macaubas
33847,Aw,barra da estiva
33850,Aw,santa ines
33852,Af,nazare
33858,BSh,longonjo
33859,BSh,caala
33861,BSh,kuito
33863,Cwa,chissamba
33870,Aw,lumeje
33882,Cwa,kalulushi
33884,Cwa,luanshya
33885,Cwa,ndola
33892,Aw,chipata
33894,Cwa,kasungu
33895,Cwa,mponela
33896,Aw,ntchisi
33915,Aw,palmerston
33923,Aw,maningrida
33924,Aw,milingimbi
33934,BWh,mala
33935,BWk,quilmana
33938,ET,acobamba
33939,BSk,huanta
33940,Cfb,ayna
33955,Aw,rodrigues alves
33989,Aw,alvorada
33993,Aw,arraias
33995,Aw,taguatinga
33997,Aw,sao desiderio
34000,Aw,paratinga
34002,Aw,boquira
34004,Aw,seabra
34005,Aw,vera cruz
34007,Aw,iacu
34008,Aw,castro alves
34009,Af,conceicao do almeida
34010,Af,saubara
34011,Af,mata de sao joao
34012,Af,camacari
34015,BSh,catumbela
34024,Cwa,camacupa
34040,Cwa,solwezi
34042,Cwa,chingola
34044,Cwa,kitwe
34050,Cwa,mpika
34053,Cwa,lundazi
34056,Aw,nkhotakota
34062,Aw,tunduru
34070,Aw,dzaoudzi
34085,Aw,galiwinku
34086,Aw,nhulunbuy
34094,BWk,chilca
34095,BSk,matucana
34096,ET,chupaca
34097,ET,huayucachi
34098,BSk,pampas
34101,Cfb,pangoa
34107,Af,iberia
34108,Af,puerto maldonado
34113,Am,riberalta
34124,Aw,pimenta bueno
34137,Aw,alta floresta
34148,Aw,formoso do araguaia
34157,Aw,barreiras
34160,Aw,ibotirama
34162,Aw,oliveira dos brejinhos
34164,Aw,iraquara
34166,Aw,terra nova
34167,Aw,ruy barbosa
34168,Aw,ipira
34169,Aw,santo estevao
34170,Af,coracao de maria
34171,Af,pojuca
34172,Af,conde
34173,BSh,lobito
34180,BSh,catabola
34190,Aw,luau
34192,Cwa,mwinilunga
34199,Cwa,kansanshi
34200,Cwa,kipushi
34201,Cwa,chililabombwe
34202,Cwa,mufulira
34205,Cwa,samfya
34213,Cwa,mzimba
34214,Aw,nkhata bay
34216,Aw,tingi
34221,Aw,masuguru
34228,Af,fomboni
34229,Af,mutsamudu
34230,Am,domoni
34251,BWh,chancay
34252,BSk,santa eulalia
34253,ET,chicla
34254,ET,acolla
34256,Cfb,mazamari
34268,Am,cobija
34279,Aw,presidente medici
34282,Aw,cacoal
34308,Aw,gurupi
34311,Aw,dianopolis
34314,Aw,riachao das neves
34321,Aw,ibipeba
34322,Aw,canarana
34323,Aw,cafarnaum
34324,Aw,tapiramuta
34325,Aw,mairi
34326,Aw,valente
34327,Aw,riachao do jacuipe
34328,Aw,serrinha
34329,As,inhambupe
34331,BSh,sumbe
34333,BSh,kibala
34359,Cwa,lubumbashi
34361,Cwa,mansa
34369,Cwa,chama
34373,Aw,mbamba
34376,Aw,songea
34382,Aw,namalenga
34383,Aw,newala
34384,Aw,namikupa
34385,Af,moroni
34387,Aw,nguiu
34404,Af,kirakira
34405,Af,lata
34406,BSh,hualmay
34407,BSk,sayan
34410,ET,huasahuasi
34412,Aw,satipo
34426,Am,xapuri
34427,Am,placido de castro
34431,Aw,guajara-mirim
34435,Aw,ouro preto do oeste
34465,Aw,porto nacional
34470,Aw,formosa do rio preto
34474,Aw,barra
34476,Aw,utinga
34477,BSh,irece
34479,Aw,america dourada
34480,Aw,miguel calmon
34481,Aw,capim grosso
34483,Aw,conceicao do coite
34484,As,araci
34485,As,itapicuru
34486,As,itabaianinha
34487,Am,estancia
34502,Aw,cazaje
34512,Cwa,kambove
34514,Cwa,likasi
34525,Cwa,chinsali
34528,Cwa,rumphi
34541,Aw,nanyamba
34542,Af,mitsamiouli
34553,Af,samarai
34555,BSh,barranca
34557,ET,oyon
34558,ET,tinyahuarco
34559,Cfb,carhuamayo
34560,Aw,villa rica
34561,Aw,perene
34572,Am,brasileia
34575,Am,senador guiomard
34579,Aw,guayaramerin
34583,Aw,ariquemes
34585,Aw,jaru
34587,Aw,ji-parana
34592,Aw,aripuana
34619,Aw,corrente
34625,BSh,xique-xique
34628,Aw,laje
34629,Aw,pindobacu
34631,Aw,itiuba
34632,Aw,quijingue
34633,As,tucano
34634,As,poco verde
34635,As,simao dias
34636,As,areia branca
34637,As,japaratuba
34643,Cwb,malanje
34667,Cwa,mwense
34670,Cwa,luwingu
34672,Cwa,kasama
34679,Aw,livingstonia
34680,Aw,matiri
34681,Cwa,kigonsera
34687,Aw,nangomba
34688,Aw,masasi
34689,Aw,kitangari
34690,Aw,kitama
34691,Aw,madimba
34693,Aw,kupang
34704,BSh,huarmey
34705,BSk,paramonga
34706,ET,huallanca
34707,ET,san miguel de cauri
34708,Cfb,ambo
34710,Aw,oxapampa
34717,Af,porto walter
34767,Aw,morros
34769,Aw,gilbues
34775,BSh,pilao arcado
34777,BSh,remanso
34780,Aw,jaguarari
34782,Aw,monte santo
34783,As,euclides da cunha
34784,As,jeremoabo
34785,As,carira
34786,As,nossa senhora da gloria
34787,As,porto real do colegio
34788,As,coruripe
34800,Aw,saurimo
34813,Aw,bukama
34821,Aw,kawambwa
34826,Cwa,mungwi
34828,Cwa,isoka
34829,Cwa,chitipa
34830,Cwa,karonga
34833,Aw,mahanje
34838,Aw,liwale
34839,Aw,nachingwea
34841,Aw,nyangao
34842,Aw,mingoyo
34843,Aw,mtwara
34844,Aw,waingapu
34848,Aw,soe
34851,Af,port moresby
34853,Af,popondetta
34854,Af,alotau
34861,BSh,casma
34862,BSk,huaraz
34865,Cfb,huanuco
34866,Cfb,tingo maria
34869,Am,campoverde
34870,Am,pucallpa
34875,Af,tarauaca
34877,Am,manoel urbano
34880,Am,sena madureira
34889,Aw,porto velho
34913,Aw,sao felix do xingu
34914,Aw,conceicao do araguaia
34918,Aw,miranorte
34921,Aw,miracema do tocantins
34929,Aw,bom jesus
34935,BSh,sento se
34936,BSh,juazeiro
34938,BSh,uaua
34942,BSh,caninde de sao francisco
34943,As,batalha
34944,As,lagoa da canoa
34945,As,anadia
34946,Am,maceio
34947,BSh,luanda
34968,Aw,kamina
34976,Cwa,nchelenge
34980,Aw,mporokoso
34988,Aw,kyela
34989,Cwa,mwaya
34990,Cwb,njombe
34993,Aw,malinyi
34998,Aw,mbekenyera
35000,Aw,lindi
35007,Aw,kefamenanu
35017,Af,honiara
35021,BWh,chimbote
35023,ET,yungay
35024,ET,huari
35025,Cfb,llata
35043,Am,boca do acre
35092,Aw,sao raimundo nonato
35096,BSh,casa nova
35097,BSh,petrolina
35099,BSh,curaca
35100,BSh,belem de sao francisco
35101,BSh,petrolandia
35102,BSh,paulo afonso
35103,As,inhapi
35104,As,poco das trincheiras
35105,As,bom conselho
35106,As,santana do mundau
35107,As,flexeiras
35108,Am,passo de camaragibe
35111,BSh,caxito
35112,Aw,camabatela
35126,Aw,lucapa
35144,Cwb,mpulungu
35145,Cwa,mbala
35147,Cwa,tunduma
35149,Cwb,ilembo
35150,Cwb,masoko
35151,Cwb,matamba
35154,Aw,mlimba
35156,Aw,mahenge
35164,Aw,bima
35168,Aw,atambua
35171,Aw,merauke
35172,Aw,morehead
35179,Af,kokoda
35187,Af,tulagi
35188,Af,auki
35190,BWh,santa
35192,ET,pomabamba
35194,Cfb,uchiza
35207,Am,feijo
35216,Am,pauini
35263,BSh,sao joao do piaui
35268,BSh,santa maria da boa vista
35269,BSh,cabrobo
35272,As,carnaiba
35273,As,tupanatinga
35274,As,capoeiras
35275,As,canhotinho
35276,As,catende
35277,As,barreiros
35297,Aw,mwene-ditu
35298,Aw,kaniama
35306,Aw,manono
35310,Aw,kaputa
35315,Cwb,laela
35317,Aw,mlowo
35318,Cwa,mbeya
35319,Cwa,igurusi
35320,Aw,rujewa
35321,Cwa,makambako
35322,Cwa,makungu
35324,Aw,mtimbira
35328,Aw,utete
35330,Aw,ikwiriri
35331,Aw,kilindoni
35332,Aw,ambulu
35333,Aw,muncar
35334,Aw,negara
35335,Aw,denpasar
35336,Aw,karangasem
35337,Aw,praya
35339,Aw,sumbawa
35344,Aw,ruteng
35347,Aw,ende
35349,Aw,maumere
35366,Af,kerema
35372,Af,gizo
35374,Af,buala
35377,BWh,moche
35378,BWh,viru
35379,BSk,santiago de chuco
35382,Af,tocache
35405,Am,labrea
35419,Am,jacareacanga
35443,Aw,balsas
35448,Aw,canto do buriti
35452,BSh,simplicio mendes
35454,BSh,trindade
35455,BSh,ouricuri
35456,BSh,parnamirim
35457,BSh,salgueiro
35458,Aw,sao jose do belmonte
35459,As,serra talhada
35460,Aw,custodia
35461,Aw,sertania
35462,As,pesqueira
35463,As,brejo da madre de deus
35464,As,bezerros
35465,As,escada
35466,Am,recife
35477,Aw,kasongo-lunda
35503,Aw,matai
35508,Cwa,dunda
35510,Aw,malangali
35512,Cwb,iringa
35513,Aw,lupiro
35514,Aw,ifakara
35516,Aw,kisanga
35519,Aw,mbumi
35520,Af,bambanglipuro
35521,Am,ngawen
35522,Am,jatiroto
35523,Am,boyolangu
35524,Am,kanigoro
35525,Aw,gondanglegi
35526,Aw,kencong
35527,Aw,jember
35528,Aw,singojuruh
35530,Aw,ubud
35532,Aw,mataram
35553,Aw,tual
35565,Aw,balimo
35570,Af,wau
35580,BWh,chicama
35581,BWh,chocope
35582,BWk,otuzco
35583,BSk,huamachuco
35584,Cfb,pucara
35586,Af,huicungo
35588,Af,contamana
35592,Am,mancio lima
35594,Am,cruzeiro do sul
35596,Af,ipixuna
35600,Af,envira
35643,Aw,araguaina
35644,Aw,carolina
35646,Aw,riachao
35649,Aw,sao raimundo das mangabeiras
35650,Aw,urucui
35652,Aw,itaueira
35657,BSh,jaicos
35658,BSh,simoes
35660,BSh,bodoco
35663,Aw,manaira
35664,Aw,afogados da ingazeira
35665,Aw,monteiro
35666,Aw,sume
35667,As,santa cruz do capibaribe
35668,As,surubim
35669,As,nazare da mata
35670,Am,itamaraca
35673,Aw,uige
35704,Cwb,moba
35705,Aw,kirando
35707,Cwb,chala
35708,Aw,sumbawanga
35714,Aw,mafinga
35717,Aw,ilula
35718,Aw,kidodi
35722,Aw,kibiti
35725,Af,singaparna
35726,Af,kawalu
35727,Af,kroya
35728,Af,banyumas
35729,Af,kutoarjo
35730,Af,godean
35731,Am,pedan
35732,Am,magetan
35733,Am,pare
35734,Am,ngoro
35735,Aw,purworejo
35736,Aw,probolinggo
35737,Aw,besuki
35738,Aw,panji
35769,BWh,pacasmayo
35770,BWh,chepen
35771,BSk,cascas
35772,Cfb,cajamarca
35776,Af,bellavista
35777,Af,picota
35790,Af,eirunepe
35806,Am,manicore
35841,Aw,pastos bons
35844,Aw,oeiras
35845,BSh,itainopolis
35847,BSh,araripina
35848,BSh,araripe
35849,Aw,exu
35850,Aw,barbalha
35851,Aw,mauriti
35852,Aw,itaporanga
35853,Aw,pianco
35854,Aw,teixeira
35855,BSh,taperoa
35857,As,massaranduba
35859,Am,joao pessoa
35860,BSh,soyo
35873,Aw,tshikapa
35879,Aw,dibaya
35897,Aw,usevya
35899,Aw,inyonga
35906,BSh,izazi
35908,Aw,mikumi
35911,Aw,ngerengere
35912,Aw,maneromango
35913,Aw,mkuranga
35914,Aw,vikindu
35915,Af,hithadhoo
35916,Af,palabuhanratu
35918,Af,banjar
35919,Af,garut
35920,Af,rajapolah
35921,Af,majenang
35922,Af,baturaden
35923,Af,kebumen
35924,Af,temanggung
35925,Am,grogol
35926,Am,ngawi
35927,Am,bojonegoro
35928,Am,peterongan
35929,Aw,surabaya
35930,Aw,sampang
35931,Aw,sumenep
35933,Am,ambon
35941,Aw,kiunga
35947,Af,ialibu
35952,Af,bulolo
35958,BWh,morrope
35959,BWh,picsi
35960,BWh,oyotun
35961,Cwb,chota
35962,Cfb,celendin
35964,Aw,saposoa
35965,Am,san jose de sisa
35966,Af,sauce
35967,Af,chazuta
35989,Am,canutama
35999,Am,novo aripuana
36019,Aw,sao geraldo do araguaia
36022,Aw,xambioa
36023,Aw,wanderlandia
36024,Aw,tocantinopolis
36031,Aw,sao joao dos patos
36032,Aw,floriano
36035,Aw,inhuma
36036,Aw,picos
36037,BSh,pio ix
36038,BSh,campos sales
36039,BSh,assare
36040,Aw,cedro
36041,Aw,barro
36042,Aw,sousa
36043,Aw,pombal
36044,Aw,patos
36045,BSh,parelhas
36046,BSh,picui
36047,As,arara
36048,As,jacarau
36050,Aw,boma
36051,Aw,matadi
36061,Aw,kikwit
36071,Aw,gandajika
36073,Aw,kabinda
36075,Aw,kabalo
36081,Aw,kalemie
36084,Aw,karema
36091,Aw,mgandu
36096,Aw,kibakwe
36097,Aw,kilosa
36098,Aw,kimamba
36099,Aw,morogoro
36101,Aw,mlandizi
36102,Aw,magomeni
